,ecole,longitude,latitude,postalcode
1404,ENS Cachan MP Etg,2.1649417,48.7123564,91190
1405,EISTI Cergy-Pontoise MP,2.0697464,49.0350546,95000
1406,ESIREM Dijon Info/Elec,5.073972299999999,47.3121732,21000
1407,Polytech'Montpellier Sc+Tech Mat,3.8625953,43.6327433,34095
1408,POLYTECH-EIFFEL MP,2.3577864,48.8462524,75005
1409,SUPELEC Metz Hd TSI,6.220958,49.10323289999999,57070
1410,ECP Hd. TSI,2.3480128,48.8474424,75005
1411,SUPELEC Rennes Hd TSI,-1.6234012,48.1252316,35510
1412,SUPELEC Gif Hd TSI,2.1661629,48.709445,91190
1413,SUPELEC Hd TSI,2.1661629,48.709445,91190
1414,ENSI Bourges TSI,2.398782,47.081012,18000
1415,EISTI Cergy-Pontoise PT,2.0697464,49.0350546,95000
1416,POLYTECH-EIFFEL PT,2.3577864,48.8462524,75005
1417,ENS Ulm PC,2.3309079,48.8222512,75014
1418,ENS Ulm etranger PC,2.3451689,48.8422058,75005
1419,ENS Lyon PC,4.8334497,45.7332787,69342
1420,ENS Lyon etranger PC,4.8334497,45.7332787,69342
1421,EISTI Cergy-Pontoise PC,2.0697464,49.0350546,95000
1422,POLYTECH-EIFFEL PC,2.3577864,48.8462524,75005
1423,ENSIP Poitiers Eau et Genie Civil,0.3832459,46.5688039,86022
1424,ENSIP Poitiers Energie,0.3832459,46.5688039,86022
1425,Ecole des Mines d'Albi (voie du concours Banque Mines-Ponts),2.178954,43.922508,81000
1426,Ecole des Mines d'Alès (voie du concours Banque Mines-Ponts),4.0896303,44.1327151,30100
1427,Ecole des Mines Douai (voie du concours Banque Mines-Ponts),3.0676659,50.3755213,59500
1428,Ecole des Mines Nantes (voie du concours Banque Mines-Ponts),-1.5208446,47.2822842,44300
1429,Ecole des Mines d'Albi (voie du concours Mines-Ponts),2.178954,43.922508,81000
1430,Ecole des Mines d'Alès (voie du concours Mines-Ponts),4.0896303,44.1327151,30100
1431,Ecole des Mines Douai (voie du concours Mines-Ponts),3.0676659,50.3755213,59500
1432,Ecole des Mines Nantes (voie du concours Mines-Ponts),-1.5208446,47.2822842,44300
1433,ISAT Nevers-département Energétique Propulsion Electronique pour l¿Environnement (EP2E),3.1714703,46.997819,58027
1434,"Polytech Annecy-Chambéry Environnement, Bâtiment, Énergie",6.1577674,45.91949779999999,74940
1435,"Polytech Annecy-Chambéry Instrumentation, Automatique, Informatique",6.1577674,45.91949779999999,74940
1436,"Polytech Annecy-Chambéry Mécanique, Matériaux",6.1577674,45.91949779999999,74940
1437,Polytech Clermont-Ferrand Génie Civil,3.1092253,45.7608031,63100
1438,"Polytech Clermont-Ferrand Mathématiques, Physique, Électronique",3.1092253,45.7608031,63100
1439,Polytech Grenoble Géotechnique,5.752253,45.1846156,38400
1440,"Polytech Grenoble Informatique industrielle, Instrumentation",5.752253,45.1846156,38400
1441,Polytech Grenoble Matériaux,5.752253,45.1846156,38400
1442,Polytech Grenoble Prévention des risques,5.752253,45.1846156,38400
1443,Polytech Grenoble Réseaux informatiques,5.752253,45.1846156,38400
1444,Polytech Grenoble Technologies de l'information pour la santé,5.752253,45.1846156,38400
1445,"Polytech Lille Géotechnique, Génie civil",3.1370078,50.6078394,59655
1446,Polytech Lille Informatique et statistique,3.1370078,50.6078394,59655
1447,"Polytech Lille Informatique, Microélectronique, Automatique",3.1370078,50.6078394,59655
1448,Polytech Lille Matériaux,3.1370078,50.6078394,59655
1449,Polytech Lille Mécanique,3.1370078,50.6078394,59655
1450,Polytech Lille Systèmes de mesure et commercialisation,3.1370078,50.6078394,59655
1451,Polytech Marseille Génie civil,5.4431033,43.23194669999999,13009
1452,"Polytech Marseille Génie industriel, Informatique",5.4431033,43.23194669999999,13009
1453,Polytech Marseille Microélectronique et télécommunications,5.4431033,43.23194669999999,13009
1454,Polytech Marseille Mécanique et énergétique,5.4431033,43.23194669999999,13009
1455,Polytech Montpellier Informatique et gestion,3.8625953,43.6327433,34095
1456,Polytech Montpellier Matériaux,3.8625953,43.6327433,34095
1457,Polytech Montpellier Mécanique,3.8625953,43.6327433,34095
1458,Polytech Montpellier Sciences et technologies de l'eau,3.8625953,43.6327433,34095
1459,"Polytech Montpellier Électronique, Robotique, Informatique industrielle",3.8625953,43.6327433,34095
1460,Polytech Montpellier Énergies renouvelables,3.8625953,43.6327433,34095
1461,Polytech Nantes Génie civil,-1.5158639,47.2819356,44300
1462,Polytech Nantes Génie électrique,-1.5158639,47.2819356,44300
1463,Polytech Nantes Informatique,-1.5158639,47.2819356,44300
1464,Polytech Nantes Matériaux,-1.5158639,47.2819356,44300
1465,"Polytech Nantes Thermique, Énergétique",-1.5158639,47.2819356,44300
1466,Polytech Nantes Électronique et technologies numériques,-1.5158639,47.2819356,44300
1467,Polytech Nice-Sophia Génie de l'eau,7.0717782,43.6155521,06410
1468,Polytech Nice-Sophia Informatique,7.0717782,43.6155521,06410
1469,Polytech Nice-Sophia Mathématiques appliquées et modélisation,7.0717782,43.6155521,06410
1470,Polytech Nice-Sophia Électronique,7.0717782,43.6155521,06410
1471,"Polytech Orléans Génie civil, Géosciences, Environnement",1.9390229,47.8440593,45100
1472,"Polytech Orléans Mécanique, Matériaux, Énergétique",1.9390229,47.8440593,45100
1473,Polytech Orléans Écotechnologies électroniques et optiques,1.9390229,47.8440593,45100
1474,Polytech Paris-Sud Informatique,2.1712321,48.70902239999999,91190
1475,Polytech Paris-Sud Électronique et systèmes embarqués,2.1712321,48.70902239999999,91190
1476,Polytech Paris-UPMC Matériaux (Chimie),2.3577864,48.8462524,75005
1477,Polytech Paris-UPMC Robotique,2.3577864,48.8462524,75005
1478,Polytech Paris-UPMC Sciences de la Terre,2.3577864,48.8462524,75005
1479,"Polytech Paris-UPMC Électronique, Informatique, Systèmes embarqués",2.3577864,48.8462524,75005
1480,Polytech Tours Aménagement,0.6804406,47.367025,37200
1481,Polytech Tours Informatique,0.6877878,47.3645904,37200
1482,"Polytech Tours Mécanique, Conception de systèmes",0.6877878,47.3645904,37200
1483,"Polytech Tours Électronique, Énergie électrique",0.6877878,47.3645904,37200
1484,ESME-Sudria-Ivry,2.3929998,48.8140771,94200
1485,ENSCBP Bordeaux,-0.6111213,44.8011924,33607
1486,Ecole des Mines Douai¥ (voie du concours Mines-Ponts),3.0676659,50.3755213,59500
1487,Polytech Clermont-Ferrand Génie biologique,3.1092253,45.7608031,63100
1488,Polytech Lille Génie biologique et alimentaire,3.1370078,50.6078394,59655
1489,Polytech Montpellier Industries alimentaires,3.8625953,43.6327433,34095
1490,Polytech Nice-Sophia Génie biologique,7.0717782,43.6155521,06410
1491,Polytech Paris-Sud Matériaux,2.1712321,48.70902239999999,91190
1492,Polytech Paris-Sud Optronique,2.1712321,48.70902239999999,91190
1493,ENITAC Clermont-Ferrand-VetAgro Sup (Fonctionnaire),3.1762589,45.7758304,63370
1494,ENITAC Clermont-Ferrand-VetAgro Sup (Civil),3.1762589,45.7758304,63370
1495,ENITIAA Nantes-Oniris,-1.5659892,47.2635201,44300
1496,ENV Lyon-VetAgro Sup,4.7072663,45.7921752,69280
1497,ENV Nantes-Oniris,-1.5227746,47.2891843,44300
1498,Polytech Paris-UPMC Agroalimentaire,2.3577864,48.8462524,75005
1499,Ecole des Mines Douai(voie du concours Mines-Ponts),3.0676659,50.3755213,59500
1500,ENS Ulm Etranger,2.3451689,48.8422058,75005
1501,ENS Cachan Etranger,2.1649417,48.7123564,91190
1502,ENS Lyon Etranger,4.8334497,45.7332787,69342
1503,commun Mines-Ponts PC,2.3358177,48.8304214,75014
1504,CENTRALE PARIS Etranger,2.1661629,48.709445,91190
1505,CENTRALE PARIS Cycle International,2.1661629,48.709445,91190
1506,Supélec PC,2.1661629,48.709445,91190
1507,SUPELEC-Campus Gif Etranger,2.1661629,48.709445,91190
1508,SUPELEC-Campus Metz Etranger,6.220958,49.10323289999999,57070
1509,SUPELEC-Campus Rennes Etranger,-1.6234012,48.1252316,35510
1510,Supélec étr. PC,2.1661629,48.709445,91190
1511,SUPELEC-Campus Gif Cycle International,2.1661629,48.709445,91190
1512,SUPELEC-Campus Metz Cycle International,6.220958,49.10323289999999,57070
1513,SUPELEC-Campus Rennes Cycle International,-1.6234012,48.1252316,35510
1514,Supélec CI PC,2.1661629,48.709445,91190
1515,CENTRALE LYON Cycle international,4.766499899999999,45.7825983,69134
1516,ECOLE SUPERIEURE D'OPTIQUE Etranger,2.2034927,48.71373999999999,91120
1517,CENTRALE LILLE Cycle International,3.1365135,50.6068158,59650
1518,ENSIACET Toulouse G. Pro. Inf,1.5010751,43.5548178,31030
1519,CCP PC-Physique,,,
1520,ENSIACET Toulouse Mat. Procédés,1.5010751,43.5548178,31030
1521,CCP PC-Chimie,2.3475905,48.8412746,75005
1522,ENSIT PC,10.1796762,36.7847846,1008
1523,ECOLE NAVALE Brest Etranger,-4.4246113,48.28053389999999,29160
1524,ENGEES PC,7.758007800000001,48.5849696,67070
1525,ENSGI Grenoble,5.733431299999999,45.1603572,38000
1526,ENSG Marne la Vallée Fonctionnaire,2.5879613,48.8410851,77420
1527,ENTM ¥Militaire Lyon,4.835659,45.764043,69002
1528,Concours Commun TPE/EIVP,2.3819219,48.8740846,75019
1529,"Concours INT,ESIEE,ISMEA,MATMECA",-0.6051667,44.80663759999999,33400
1530,ENSSAT Lannion EEI,-3.4624262,48.729673,22305
1531,ENSIL Limoges ETI,1.2952454,45.86102899999999,87280
1532,ESIGEC PC,1.0768848,49.3832749,76800
1533,ESIP Poitiers AGE,0.340375,46.58022400000001,86000
1534,ESIP Poitiers EAC,0.340375,46.58022400000001,86000
1535,ESIP Poitiers EI,0.340375,46.58022400000001,86000
1536,ESIP Poitiers MC-G-GC,0.340375,46.58022400000001,86000
1537,ESIP Poitiers TEN,0.340375,46.58022400000001,86000
1538,ESIP PC,2.4435873,48.7950367,94000
1539,ESSI Polytech' Nice-Sophia,7.0717782,43.6155521,06410
1540,IST Paris 6 Elec. Info,2.3522219,48.856614,75004
1541,IST Paris 6 Matériaux,2.3522219,48.856614,75004
1542,IST Paris 6 Sci.Terre,2.3522219,48.856614,75004
1543,POLYTECH Nantes INFO.,-1.5158639,47.2819356,44300
1544,Polytech PC,2.2968955,48.8058872,92320
1545,EISTI Cergy PC,2.0697464,49.0350546,95000
1546,ESTIT Lille,3.045104,50.63372589999999,59000
1547,HEI Lille,3.045104,50.63372589999999,59000
1548,ENS Ulm MPI Etranger,2.3451689,48.8422058,75005
1549,ENS Ulm Info. Etranger,2.3440392,48.8418322,75005
1550,ENS Cachan groupe MP,2.1649417,48.7123564,91190
1551,ENS Cachan groupe Info,2.1649417,48.7123564,91190
1552,ENS Cachan MP Etranger,2.1649417,48.7123564,91190
1553,ENS Cachan-Ker Lan Etranger,2.1649417,48.7123564,91190
1554,ENS Cachan groupe MP étr.,2.1649417,48.7123564,91190
1555,ENS Cachan Info. Etranger,2.1649417,48.7123564,91190
1556,ENS Cachan-Ker Lan Info. Etranger,2.1649417,48.7123564,91190
1557,ENS Cachan groupe Info étr,2.1649417,48.7123564,91190
1558,ENS Lyon MPI Etranger,4.8334497,45.7332787,69342
1559,ENS Lyon Info. Etranger,4.8334497,45.7332787,69342
1560,commun Mines-Ponts MP,2.3358177,48.8304214,75014
1561,Supélec MP,2.1661629,48.709445,91190
1562,Supélec étr. MP,2.1661629,48.709445,91190
1563,SUPELEC-Campus Metz Cycle international,6.220958,49.10323289999999,57070
1564,Supélec CI MP,2.1661629,48.709445,91190
1565,CENTRALE LYON Cycle International,4.766499899999999,45.7825983,69134
1566,CCP MP,2.3480128,48.8474424,75005
1567,ENSIT MP,10.1796762,36.7847846,1008
1568,ENGEES MP,7.758007800000001,48.5849696,67070
1569,"Concours (Matméca, INT, ESIEE ¥ Paris ,ISMEA)",-0.6051667,44.80663759999999,33400
1570,ESIGEC MP,2.2112917,48.7142971,91120
1571,ESINSA Polytech' Nice-Sophia,7.0717782,43.6155521,06410
1572,ESIP MP,2.4435873,48.7950367,94000
1573,Polytech MP,2.3577864,48.8462524,75005
1574,EISTI Cergy MP,2.0697464,49.0350546,95000
1575,commun A ENV,1.3841702,43.6019953,31300
1576,ENGEES G2E-BCST,7.758007800000001,48.5849696,67070
1577,EOST,7.7629271,48.5796176,67084
1578,Concours G2E,,,
1579,IST Paris 6 AGRAL,2.3522219,48.856614,75004
1580,Polytech-Eiffel BCPST,2.2112917,48.7142971,91120
1581,commun Mines-Ponts PT,2.3358177,48.8304214,75014
1582,commun ENSAM PT,2.3582236,48.8330427,75013
1583,CCP PT,-9.2233629,38.6998442,1449-039
1584,ENSIT PT,10.1796762,36.7847846,1008
1585,ENSIL Limoges MEI,1.2952454,45.86102899999999,87280
1586,ENSTIM PT,2.3582236,48.8330427,75013
1587,ESIGEC PT,2.2112917,48.7142971,91120
1588,ESIP PT,2.5874861,48.8393044,77420
1589,ESTP PT,2.3274027,48.79420529999999,94230
1590,IST Paris 6 PT,2.3522219,48.856614,75004
1591,EISTI Cergy PT,2.0697464,49.0350546,95000
1592,Polytech-Eiffel PT,2.3577864,48.8462524,75005
1593,ENS Cachan FIL. SCIEN-SI PSI,2.1649417,48.7123564,91190
1594,ENS Cachan FIL. SCIEN-SI Etranger,2.1649417,48.7123564,91190
1595,ENS Cachan FIL.SI PSI,2.1649417,48.7123564,91190
1596,ENS Cachan FIL.SI Etranger,2.1649417,48.7123564,91190
1597,commun Mines-Ponts PSI,,,
1598,Supélec PSI,2.1661629,48.709445,91190
1599,Supélec étr. PSI,2.1661629,48.709445,91190
1600,CCP PSI,,,
1601,ENSIT PSI,10.1796762,36.7847846,1008
1602,ENGEES PSI,7.758007800000001,48.5849696,67070
1603,ESTP PSI,4.0734615,48.2690048,10430
1604,ESIGEC PSI,1.0768848,49.3832749,76800
1605,ESIP PSI,2.4435873,48.7950367,94000
1606,Polytech PSI,2.3938746,48.8139882,94200
1607,commun Mines-Ponts TSI,2.3358177,48.8304214,75014
1608,commun ENSAM TSI,2.3582236,48.8330427,75013
1609,CCP TSI,2.2112917,48.7142971,91120
1610,ENSIT TSI,10.1796762,36.7847846,1008
1611,ENSIB TSI,2.3692752,48.8584136,75011
1612,ESTP TSI,4.0734615,48.2690048,10430
1613,Polytech TSI,2.3938746,48.8139882,94200
1614,ENS Cachan Paris-Saclay,2.1649417,48.7123564,91190
1615,IMT Lille Douai-ingénieur Mines Douai,3.0676659,50.3755213,59500
1616,ESIPE Créteil-Génie Biomédial et Santé (ISBS),2.4539208,48.7951184,94000
1617,IMT Atlantique ex Télécom Bretagne cursus Brest-Rennes-Toulouse,-1.5208446,47.2822842,44300
1618,IMT Atlantique ex Télécom Bretagne cursus Sophia,-1.5208446,47.2822842,44300
1619,IMT Atlantique-ingénieur Mines Nantes,-1.5208446,47.2822842,44300
1620,"ENSIL-ENSCI Limoges, Matériaux Céramiques",1.2952454,45.86102899999999,87280
1621,ESSTIN-Polytech Nancy,6.1883149,48.6597371,54519
1622,ESIPE Créteil-Systèmes d'information,2.4435873,48.7950367,94000
1623,Ecole des Mines Douai/ISPA Alençon,0.0587716999999999,48.4442826,61250
1624,ESTP Paris-Bâtiment (B) – campus de Troyes,4.0744009,48.2973451,10000
1625,ESTP Paris-Travaux Publics (TP),2.3522219,48.856614,75004
1626,UniLaSalle (Sciences de la Terre et Environnement),1.0730946,49.4674696,76130
1627,ISEN Ouest,-4.495553999999999,48.4070554,29200
1628,ISEN Méditerrannée,3.0487604,50.6342041,59800
1629,ENS Cachan Paris-Saclay PC,2.1649417,48.7123564,91190
1630,EEIGM Nancy-Groupe INP,6.1934152,48.6955015,54000
1631,ENSGSI Nancy-Groupe INP,6.1936569,48.6949818,54000
1632,SUPELEC-Campus Gif (apprentissage) TSI,2.1661629,48.709445,91190
1633,SUPELEC-Campus Metz TSI,6.220958,49.10323289999999,57070
1634,SUPELEC-Campus Rennes TSI,-1.6234012,48.1252316,35510
1635,IMT Lille Douai-ingénieur Télécom Lille,2.2003541,48.712841,91120
1636,ENS Cachan Paris-Saclay MP,2.1649417,48.7123564,91190
1637,ENS Cachan Paris-Saclay Info.,2.1649417,48.7123564,91190
1638,CentraleSupélec-Campus Gif,2.1661629,48.709445,91190
1639,UniLaSalle Beauvais,2.0677276,49.460984,60000
1640,ISEN Ouest (Brest),-4.495553999999999,48.4070554,29200
1641,ISEN Méditerrannée Campus Toulon,5.9396605,43.1206202,83000
1642,ISEN Méditerrannée Campus Nîmes,4.3685006,43.8212608,30000
1643,CentraleSupélec-Campus Gif-étr.,2.1661629,48.709445,91190
1644,CentraleSupélec-Campus Gif-CI,2.1661629,48.709445,91190
1645,Lorraine INP-ENSG,6.1342988,48.6543335,54500
1646,Polytech Sorbonne-Informatique et mathématiques appliquées,2.3577864,48.8462524,75005
1647,ENSAIS PLASTURGI,7.764898400000001,48.5823052,67000
1648,ESIEE Noisy Le Grand,2.55261,48.848579,93160
1649,ISMRA Caen,-0.370679,49.182863,14000
1650,ENSHMG,5.7031278,45.2029611,38031
1651,ENSIE Grenoble,5.768265899999999,45.1934574,38400
1652,CESTI Paris,2.3325672,48.9195721,93400
1653,CESTI Toulon,5.928,43.124228,83800
1654,ENSEEIH Genie Elec.,1.455808,43.6021194,31000
1655,ENSEEIH electronique,1.455808,43.6021194,31000
1656,EIT Tours,0.6847464999999999,47.3646921,37200
1657,ENTPE Fonc,4.9223494,45.77860829999999,69120
1658,ESEM Orleans,1.9390229,47.8440593,45100
1659,ENS (Paris) MPI,2.3451689,48.8422058,75005
1660,ENS (Paris) INFO,2.3451689,48.8422058,75005
1661,Concours ENS Cachan,2.1649417,48.7123564,91190
1662,ENS Lyon Maths.,4.8334497,45.7332787,69342
1663,Supélec Etrangers MP,2.1661629,48.709445,91190
1664,Supélec Cycle Int. MP,2.1661629,48.709445,91190
1665,ENTPE etranger,4.9223494,45.77860829999999,69120
1666,ENSTIM Fonctionnaire Douai,3.080602,50.367874,59508
1667,Concours Communs TPE,,,
1668,Concours TELECOM INT,2.4433504,48.6249477,91000
1669,EIVP Fonctionnaire Paris,2.3819219,48.8740846,75019
1670,Concours EIVP,2.3819219,48.8740846,75019
1671,ENSAI Rennes civil Math,-1.7417817,48.05062059999999,35170
1672,ENSAI Rennes fonct.ionnaire éco,-1.7417817,48.05062059999999,35170
1673,ENSAI Rennes civil éco,-1.7417817,48.05062059999999,35170
1674,ENSAI Rennes fonctionnaire math,-1.7417817,48.05062059999999,35170
1675,ENSERG-ENSIMAG:Telecom,5.768265899999999,45.1934574,38400
1676,ENSEEIH informatique,1.455808,43.6021194,31000
1677,ENSEEIH hydraulique,1.455808,43.6021194,31000
1678,ENSEEIH Telecom.rese,1.455808,43.6021194,31000
1679,Ecole Navale Brest étr.,-4.4246113,48.28053389999999,29160
1680,ENGEES Fonct Strasbo,7.758007800000001,48.5849696,67070
1681,ENGEES Civil Strasb,7.758007800000001,48.5849696,67070
1682,ESTIT V.D,3.0771967630878336,50.6299721993165,59000
1683,E3I Tours,-71.0494215,42.3631908,02110
1684,ENSIAME MP,3.5147174,50.3248476,59300
1685,ENSSAT Lannion Optro,-3.4624262,48.729673,22305
1686,ESPEO Orleans,1.9390229,47.8440593,45100
1687,IST Paris6 SETI,2.3522219,48.856614,75004
1688,Polytech Mars. SE,2.3577864,48.8462524,75005
1689,POLYTECH Nantes SILR,-1.5158639,47.2819356,44300
1690,POLYTECH Nantes MP,-1.5158639,47.2819356,44300
1691,EUDIL GIS,3.1370078,50.6078394,59655
1692,EUDIL GeoTech GCivil,2.372661,48.842813,75012
1693,EUDIL Info Mes Auto,3.0771967630878336,50.6299721993165,59000
1694,EUDIL ITEC,2.339691,48.85358249999999,75006
1695,EUDIL CM,3.1370078,50.6078394,59655
1696,EUDIL Sc Materiaux,3.1370078,50.6078394,59655
1697,ISTG-Geotec,5.0943301,47.3165536,21800
1698,ISTG 3I,5.721307075804626,45.1970415,38000
1699,ISTG-PRIHSE,5.717421499999999,45.190758,38031
1700,ISTG-RICM,-71.4981351,41.5792126,02852
1701,ISTG Grenoble SciGMa,5.752253,45.1846156,38400
1702,ISTG Tech info sante,-71.2233992,46.826998,G1J 2R6
1703,ENS CACHAN FIL SCIEN,2.1649417,48.7123564,91190
1704,ENS CACHAN FIL SCIEN etranger,2.1649417,48.7123564,91190
1705,Supélec etrangers PSI,2.1661629,48.709445,91190
1706,ENTPE Etranger,4.9223494,45.77860829999999,69120
1707,ENSTIM Fonc. Douai,3.0676659,50.3755213,59500
1708,EIGIP PSI,30.8846931,29.903635,12581
1709,POLYTECH,-75.5461763,39.0719698,19980
1710,RÚseau Eiffel PSI,2.2944813,48.85837009999999,75007
1711,AUTRES ECOLES DE LA BANQUE E4A,,,
1712,INA P-G Paris,2.3476575,48.8397733,75005
1713,ENSAM Montpellier,3.8569411,43.636483,34090
1714,ENITAC Clermont Ferr,3.1762589,45.7758304,63370
1715,BIO A,2.444786,48.718247,91230
1716,PC BIO A,2.1553561,48.9027578,78400
1717,ENGEES Fonctionnaire Strasbourg,7.758007800000001,48.5849696,67070
1718,ENGEES Civil Strasbourg,7.758007800000001,48.5849696,67070
1719,ENGEES Stra.,7.758007800000001,48.5849696,67070
1720,IAAL Lille,35.9123736,34.3622667,1304
1721,ENS Paris etranger,2.3451689,48.8422058,75005
1722,Supélec Cycle Int. PC,2.1661629,48.709445,91190
1723,ESTIT V.D'ASCQ,3.1306181,50.6192151,59650
1724,EIGIP PC,2.3065191,48.8714859,75008
1725,IST Paris6 CM,2.3522219,48.856614,75004
1726,Supelec PT,2.1661629,48.709445,91190
1727,EIGIP Valenciennes PT,3.518332,50.357113,59300
1728,RÚseau Eiffel PT,,,
1729,IMT Atlantique,-1.5208446,47.2822842,44300
1730,TELECOM Paris,2.2004477,48.7128764,91120
1731,Institut Mines-Télécom Business School (IMT-BS),2.4429366,48.6251574,91000
1732,CY TECH Cergy-Génie Civil,2.0697464,49.0350546,95000
1733,CY TECH Cergy-Pau-Informatique,2.0697464,49.0350546,95000
1734,CY TECH Cergy-Pau-Mathématiques,2.0697464,49.0350546,95000
1735,ISAE-Supméca Paris,2.3325672,48.9195721,93400
1736,ENSIL-ENSCI Limoges Eau,1.2952454,45.86102899999999,87280
1737,ENSIBS,-3.396421,47.7477796,56100
1738,EPISEN-Génie Biomédical et santé (ISBS),2.4435873,48.7950367,94000
1739,EPISEN-Système d'information,2.4435873,48.7950367,94000
1740,EPISEN-Technologie pour la santé,2.4435873,48.7950367,94000
1741,ESIR Rennes-Technologies de l'information pour la santé,-1.6364057,48.118086,35042
1742,ESIR Rennes-Matériaux,-1.6364057,48.118086,35042
1743,ESIR Rennes-Informatique,-1.6364057,48.118086,35042
1744,ESIX Cherbourg GSI,-1.6442149,49.6343438,50130
1745,ESIX Caen Mécatronique et Systèmes Embarqués,-1.6442149,49.6343438,50130
1746,Polytech Annecy-Chambéry-Bâtiment Eco-construction Energie,6.1577674,45.91949779999999,74940
1747,Polytech Annecy-Chambéry-Ecologie industrielle et territoriale,6.1577674,45.91949779999999,74940
1748,Polytech Annecy-Chambéry-Mécanique Mécatronique Matériaux composites,6.1577674,45.91949779999999,74940
1749,Polytech Annecy-Chambéry-Systèmes Numériques – Instrumentation,6.1577674,45.91949779999999,74940
1750,Polytech Lille-Informatique et statistique,3.1370078,50.6078394,59655
1751,Polytech Lille-Génie civil,3.1370078,50.6078394,59655
1752,Polytech Lille-Instrumentation et ingénierie d'affaires,3.1370078,50.6078394,59655
1753,Polytech Lille-Systèmes embarqués,3.1370078,50.6078394,59655
1754,"Polytech Nancy Informatique, Automatique, Robotique, Réseaux",6.1883149,48.6597371,54519
1755,Polytech PARIS SACLAY Electronique et Systèmes Robotisés,2.1712321,48.70902239999999,91190
1756,ELISA Aerospace Bordeaux,3.2871557,49.8493814,02100
1757,ELISA Aerospace Hauts de France,3.2871557,49.8493814,02100
1758,ESEO Angers-Paris-Dijon,-0.5510644,47.4928835,49100
1759,HEI LILLE,3.045104,50.63372589999999,59000
1760,ISEN Méditerrannée-Nîmes,4.3685006,43.8212608,30000
1761,ISEN Méditerrannée-Toulon,5.9396605,43.1206202,83000
1762,ESIEE Amiens-UniLaSalle,2.2919749,49.8995592,80080
1763,INSA Hauts de France Electronique des Systèmes Embarqués,3.5147174,50.3248476,59300
1764,INSA Hauts de France Informatique Industrielle et Automatique,3.5147174,50.3248476,59300
1765,INSA Rouen Normandie Informatique et technologie de l'information,1.0683257,49.3849757,76800
1766,EPITA campus Toulouse,2.3628171,48.81566540000001,94270
1767,EPITA campus Lyon,2.3628171,48.81566540000001,94270
1768,EPITA campus Rennes,2.3628171,48.81566540000001,94270
1769,EPITA campus Strasbourg,2.3628171,48.81566540000001,94270
1770,EPITA campus Paris,2.3628171,48.81566540000001,94270
1771,ESME SUDRIA,2.3929998,48.8140771,94200
1772,Bordeaux INP-ENSEGID,-0.6079880999999999,44.8048063,33600
1773,ESIX Caen Agroalimentaire,-1.6442149,49.6343438,50130
1774,CY TECH Cergy-Biotechnololgie,2.0697464,49.0350546,95000
