Modele,Marque,Energie,Consommation,Rejets CO2,Rejets CO2 Classe
"Passat 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 17""/19"" std LED Fi A EU6 AP générateur I",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 17""/19"" std LED Fi A EU6 AP générateur J",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 18"" roul faible resist Fi A EU6 AP",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 18"" roul faible resist Fi A EU6 AP g I",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 18"" roul faible resist Fi A EU6 AP g J",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 18"" roul faible resist LED Fi A EU6 AP",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 18"" roul faible resist LED Fi A EU6 AP g I",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 18"" roul faible resist LED Fi A EU6 AP g J",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 17""/19"" std Fi A EU6 AP",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 17""/19"" std Fi A EU6 AP générateur I",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 17""/19"" std Fi A EU6 AP générateur J",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 17""/19"" std LED Fi A EU6 AP",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 17""/19"" std LED Fi A EU6 AP générateur I",VOLKSWAGEN,ES,6.800000000000001,154.5,D
"Passat SW 2.0 TSI (190ch) DSG7 bat comp moteur ss+r pn 17""/19"" std LED Fi A EU6 AP générateur J",VOLKSWAGEN,ES,6.800000000000001,154.5,D
KANGOO (95ch),RENAULT,GO,5.85,153.0,D
Nouvelle 3008 1.2 PureTech (110ch) S&S BVM6,PEUGEOT,ES,6.85,154.0,D
Grand SCENIC (115ch),RENAULT,ES,7.0,157.5,D
V90 B4 FWD (190ch) Geartronic 8,VOLVO,GH,5.9,154.5,D
1.3 Turbo T4 (130 ch) BVM6 Longitude/Longitude Pack Business/Limited,JEEP,ES,6.95,158.5,D
1.3 GSE T4 (130ch) 4x2 BVM6 Longitude/Long Pack Biz/Limited,JEEP,ES,6.95,158.5,D
1.3 GSE T4 (130ch) 4x2 BVM6 Longitude/Business/Brooklyn Edition/Limited,JEEP,ES,6.95,158.5,D
CUPRA LEON 5P TSI (245ch) DSG7,CUPRA,ES,6.800000000000001,155.0,D
CUPRA LEON SP TSI (245ch) DGS7,CUPRA,ES,6.800000000000001,155.0,D
X1 xDrive20d,BMW,GO,5.9,155.0,D
X1 xDrive20d,BMW,GO,5.9,155.0,D
218i Gran Tourer,BMW,ES,6.75,153.5,D
218i Gran Tourer,BMW,ES,6.75,153.5,D
X2 xDrive20d,BMW,GO,5.9,155.0,D
X2 xDrive20d,BMW,GO,5.9,155.0,D
X2 xDrive20d,BMW,GO,5.949999999999999,155.5,D
X2 xDrive20d,BMW,GO,5.949999999999999,155.5,D
C 300 d 4MATIC,MERCEDES,GO,5.949999999999999,156.0,D
C 300 d 4MATIC,MERCEDES,GO,5.949999999999999,156.0,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 16""/17"" roulement faible résistance Fi B équipement std EU6 AP",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 16""/17"" roulement faible résistance Fi B équipement std EU6 AP g M",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 16""/17"" rlt faible résistance Fi B équipmt std LED",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 16""/17"" rlt faible résistance Fi B équipmt std gn",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 16""/17"" rlt faible résistance Fi B équipmt std LED gn",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 16""/17"" roulement faible résistance Fi B équipement std EU6 AP LED",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 16""/17"" roulement faible résistance Fi B équipement std EU6 AP LED g M",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pneumatiques 17""/18""/19"" toutes saisons Fi B équipement std EU6 AP",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pneumatiques 17""/18""/19"" toutes saisons Fi B équipement std EU6 AP g M",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 17""/18""/19"" ttes saisons Fi B équipmt std LED",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 17""/18""/19"" ttes saisons Fi B équipmt std gn",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pn 17""/18""/19"" ttes saisons Fi B équipmt std LED gn",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pneumatiques 17""/18""/19"" toutes saisons Fi B équipement std EU6 AP LED",VOLKSWAGEN,ES,6.8,154.5,D
"T-ROC 1.0 TSI (110ch) BVM6 pneumatiques 17""/18""/19"" toutes sais Fi B équipement std EU6 AP LED g M",VOLKSWAGEN,ES,6.8,154.5,D
OCTAVIA Berline RS 2.0 TSI (245ch) DSG7 famille A,SKODA,ES,6.9,157.0,D
OCTAVIA Combi RS 2.0 TSI (245ch) DSG7 famille A,SKODA,ES,6.9,157.0,D
"T-ROC CAB 1.5 TSI (150ch) DSG7 pn 17"" roult faible résist Fi A équipement std EU6 DG générateur",VOLKSWAGEN,ES,6.9,156.0,D
"T-ROC CAB 1.5 TSI (150ch) DSG7 pn 17"" roult f résist LED Fi A équipement std EU6 DG générateur",VOLKSWAGEN,ES,6.9,156.0,D
"T-ROC CAB 1.5 TSI (150ch) DSG7 pn 17""/18""/19"" toutes saisons Fi A équipement std EU6 DG générateur",VOLKSWAGEN,ES,6.9,156.0,D
"T-ROC CAB 1.5 TSI (150ch) DSG7 pn 17""/18""/19"" tt saisons LED Fi A équipement std EU6 DG générateur",VOLKSWAGEN,ES,6.9,156.0,D
X1 xDrive18d,BMW,GO,5.9,154.5,D
X1 xDrive18d,BMW,GO,5.9,154.5,D
X2 xDrive18d,BMW,GO,5.9,154.5,D
X2 xDrive18d,BMW,GO,5.9,154.5,D
ATECA TSI (150ch) DSG7,SEAT,ES,6.949999999999999,158.0,D
Q3 Sportback 35 TDI quattro (150ch) S tronic 7,AUDI,GO,6.0,156.5,D
Q3 SUV 35 TDI (150ch) quattro S tronic 7,AUDI,GO,6.0,156.5,D
X2 xDrive18d,BMW,GO,5.9,154.5,D
X2 xDrive18d,BMW,GO,5.9,154.5,D
500X 1.3 FireFly (150ch) DCT,FIAT,ES,7.0,158.5,D
ROMEO GIULIA 2.2 Diesel (210ch) AT8 Q4,ALFA,GO,6.15,161.0,E
595 1.4 T-Jet (180ch),FIAT,ES,7.15,162.5,E
MINI Cooper S Countryman (F60),MINI,ES,6.949999999999999,157.5,D
XC40 D3 AdBlue (150ch) Geartronic 8,VOLVO,GO,6.15,160.5,E
X1 sDrive18i,BMW,ES,6.75,153.5,D
X2 sDrive18i,BMW,ES,6.75,153.5,D
X2 sDrive18i,BMW,ES,6.949999999999999,157.0,D
X2 sDrive18i,BMW,ES,6.949999999999999,157.0,D
218i Gran Tourer,BMW,ES,6.85,156.0,D
218i Gran Tourer,BMW,ES,6.85,156.0,D
TT 40 TFSI Coupé (197ch) S tronic 7,AUDI,ES,6.8,154.5,D
TT 40 TFSI Roadster (197ch) S tronic 7,AUDI,ES,6.8,154.5,D
330d xDrive Touring,BMW,GH,5.9,154.5,D
Nouveau C4 Picasso BlueHdi 7PL (160ch) BVA 8,CITROEN,GO,5.9,155.5,D
Nouveau C4 Picasso BlueHdi 5PL (160ch) BVA 8,CITROEN,GO,5.9,155.5,D
TARRACO 2.0 TDI (150ch) DSG7 5PL,SEAT,GO,5.949999999999999,156.5,D
TARRACO 2.0 TDI (150ch) DSG7 7PL,SEAT,GO,5.949999999999999,156.5,D
1.0 GSE T3 (120ch) 4X2 BVM6 Longitude/Quiksilver/Business/Opening Edition/Brooklyn Edition/Limited,JEEP,ES,6.9,160.5,E
318i Berline,BMW,ES,6.75,154.0,D
Z4 sDrive20i,BMW,ES,6.949999999999999,157.5,D
Z4 sDrive20i,BMW,ES,6.949999999999999,157.5,D
C 200,MERCEDES,EH,6.9,157.0,D
C 200 4MATIC,MERCEDES,EH,6.9,157.0,D
Mild Hybrid (158ch) Xtronic  ,NISSAN,EH,7.1,159.5,D
Mild Hybrid (158ch) Xtronic i-4x4 N-CONNECTA + Pack Hiver,NISSAN,EH,7.1,159.5,D
Mild Hybrid (158ch) Xtronic i-4x4 N-CONNECTA/TEKNA/TEKNA PLUS,NISSAN,EH,7.1,159.5,D
Mild Hybrid (158ch) Xtronic i-4x4 N-CONNECTA,NISSAN,EH,7.1,159.5,D
Mild Hybrid (158ch) Xtronic i-4x4 N-CONNECTA/TEKNA,NISSAN,EH,7.1,159.5,D
520d xDrive Berline,BMW,GO,5.95,155.0,D
M440d xDrive Coupe,BMW,GH,6.050000000000001,157.5,D
KUGA 2.0 EcoBlue (150ch) BVA8,FORD,GO,6.050000000000001,157.5,D
KUGA 2.0 EcoBlue (190ch) BVA8,FORD,GO,6.050000000000001,157.5,D
C5 X PureTech (180ch) S&S BVA8,CITROEN,ES,6.9,156.0,D
DS4 PureTech (180ch) BVA8,DS,ES,6.9,156.0,D
XC40 D3 AdBlue (150ch) Geartronic 8,VOLVO,GO,6.300000000000001,160.5,E
620d xDrive,BMW,GH,6.0,156.5,D
CR-V (145ch+65Kw),HONDA,EH,7.25,163.5,E
320i Berline,BMW,ES,6.800000000000001,154.0,D
Kodiaq Laurin&Klement 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,6.0,156.5,D
Kodiaq Laurin&Klement 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,6.0,156.5,D
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 5PL. classe A,SKODA,GO,6.0,156.5,D
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,6.0,156.5,D
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 5PL. classe C,SKODA,GO,6.0,156.5,D
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 5PL. classe A,SKODA,GO,6.0,156.5,D
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,6.0,156.5,D
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 5PL. classe C,SKODA,GO,6.0,156.5,D
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 5PL. classe A,SKODA,GO,6.0,156.5,D
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,6.0,156.5,D
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 5PL. classe C,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal classe A sans éco-innovation famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clA alt 140A (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Normal clA Full LED et alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clA Full LED (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal classe B sans éco-innovation famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clB alt 140A (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Normal clB Full LED et alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clB Full LED (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal classe C sans éco-innovation famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clC alt 140A (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Normal clC Full LED et alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Normal clC Full LED (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Pack Sport / L&K classe A sans ei famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clA alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Pack Sport/L&K clA Full LED alt 140A (u b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clA Full LED (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Pack Sport / L&K classe B sans ei famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clB alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Pack Sport/L&K clB Full LED alt 140A (u b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clB Full LED (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 5PL. Pack Sport / L&K classe C sans ei famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clC alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 5PL Pack Sport/L&K clC Full LED alt 140A (u b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 5PL Pack Sport/L&K clC Full LED (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 7PL. classe A,SKODA,GO,6.0,156.5,D
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,6.0,156.5,D
Kodiaq Active 2.0 TDI (150ch) DSG7 4x2. 7PL. classe C,SKODA,GO,6.0,156.5,D
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 7PL. classe A,SKODA,GO,6.0,156.5,D
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,6.0,156.5,D
Kodiaq Ambition 2.0 TDI (150ch) DSG7 4x2. 7PL. classe C,SKODA,GO,6.0,156.5,D
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 7PL. classe A,SKODA,GO,6.0,156.5,D
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,6.0,156.5,D
Kodiaq Style 2.0 TDI (150ch) DSG7 4x2. 7PL. classe C,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal classe A sans éco-innovation famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clA alt 140A (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Normal clA Full LED et alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clA Full LED (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal classe B sans éco-innovation famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clB alt 140A (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Normal clB Full LED et alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clB Full LED (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal classe C sans éco-innovation famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clC alt 140A (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Normal clC Full LED et alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Normal clC Full LED (uniqt boite auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Pack Sport / L&K classe A sans ei famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clA alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Pack Sport/L&K clA Full LED alt 140A (u b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clA Full LED (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Pack Sport / L&K classe B sans ei famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clB alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Pack Sport/L&K clB Full LED alt 140A (u b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clB Full LED (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2. norme AP. Normal. 7PL. Pack Sport / L&K classe C sans ei famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clC alt 140A (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 nAP Normal 7PL Pack Sport/L&K clC Full LED alt 140A (u b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq 2.0 TDI (150ch) DSG7 4*2 norme AP Normal 7PL Pack Sport/L&K clC Full LED (uniqt b auto) famB,SKODA,GO,6.0,156.5,D
Kodiaq Sportline 2.0 TDI (150ch) DSG7 4x2. 5PL. classe B,SKODA,GO,6.0,156.5,D
Kodiaq Sportline 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B,SKODA,GO,6.0,156.5,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist Fi B EU6 AP g I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist Fi B EU6 AP g J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist LED Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist LED Fi B EU6 AP g I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist LED Fi B EU6 AP g J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" roult faible résist Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" rlt fbl résist Fi B EU6 AP g I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" rlt fbl résist Fi B EU6 AP g J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" rlt fbl résist LED Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" rlt fbl résist LED Fi B EU6 AP g I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" rlt fbl résist LED Fi B EU6 AP g J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat dans comp mot start/stop+rec pneumatiques 19"" std Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat dans comp mot start/stop+rec pn 19"" std Fi B EU6 AP gn I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat dans comp mot start/stop+rec pn 19"" std Fi B EU6 AP gn J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat dans comp mot start/stop+rec pn 19"" standard LED Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat dans comp mot start/stop+rec pn 19"" standard LED Fi B EU6 AP gn I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat 1.5 TSI (150ch) BVM6 bat dans comp mot start/stop+rec pn 19"" standard LED Fi B EU6 AP gn J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist Fi B EU6 AP g I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist Fi B EU6 AP g J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" roult faible résist LED Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" rlt fbl résist LED Fi B EU6 AP g I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 16""/17"" rlt fbl résist LED Fi B EU6 AP g J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" roult faible résist Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" rlt fbl résist Fi B EU6 AP g I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" rlt fbl résist Fi B EU6 AP g J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 18"" rlt fbl résist LED Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 18"" roult faible résist LED Fi B EU6 AP gn I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pn 18"" roult faible résist LED Fi B EU6 AP gn J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 19"" standard Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 19"" standard Fi B EU6 AP g I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 19"" standard Fi B EU6 AP g J",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 19"" standard LED Fi B EU6 AP",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 19"" standard LED Fi B EU6 AP g I",VOLKSWAGEN,ES,7.0,158.0,D
"Passat SW 1.5 TSI (150ch) BVM6 bat comp mot s/s+rec pneumatiques 19"" standard LED Fi B EU6 AP g J",VOLKSWAGEN,ES,7.0,158.0,D
Z4 sDrive20i,BMW,ES,7.05,161.0,E
Z4 sDrive20i,BMW,ES,7.05,161.0,E
XC40 D3 AWD AdBlue (150ch) BVM6,VOLVO,GO,6.0,156.5,D
Z4 sDrive20i,BMW,ES,7.05,160.5,E
Z4 sDrive20i,BMW,ES,7.05,160.5,E
318i Berline,BMW,ES,6.85,155.0,D
